place_id,name,category,latitude,longitude,rating,reviews,price_level,description
ChIJnSNJOuS5yhQRRBTgaPEz5t8,Siirt Şeref Büryan 1892,Scenery,41.017239,28.953530999999998,4.3,7967,1,Fatih Kadınlar Pazarı\
ChIJ7YLw8KW5yhQR5WVmPMzFU5Q,Tarihi Çemberlitaş Cafe Restaurant,Food,41.0081,28.971028899999997,4.9,3670,1,Çemberlitaş Sütunu\
ChIJSzIkceK5yhQRizkcKTdStxE,Tarihi Kadıköy Saray Lokantası,Food,40.9924847,29.0254964,4.4,533,2,Anadolu Yakası\
ChIJgeqzQgbHyhQRKNemA3B4KoU,Yanyalı Fehmi Lokantası,Food,40.9907688,29.025567400000003,4.1,2737,1,1919\
ChIJNSs-Tn-5yhQRWkLKYaPwp1U,Lokanta 1741,Food,41.010609099999996,28.9753116,4.6,1488,3,Tarihi Cağaloğlu Hamamı\
ChIJRyI_X5C5yhQR2H-vYiS5cGM,Tarihi Şar Restaurant,Food,41.0081306,28.9673576,3.7,378,2,"Tarihi Şar Restaurant, özenle hazırlanan menüsü ve benzersiz konseptiyle İstanbul gastronomi dünyasında öne çıkan özel bir mekandır. 💡 Tüyo: Şefin spesiyal menüsünü veya günün tavsiyesini garsona mutlaka sor."
ChIJP2joPWa3yhQR-5rFKbT0saE,Pandeli Restaurant,Food,41.017069899999996,28.9712869,4.2,2342,3,Mısır Çarşısı\
ChIJUXd39r25yhQRLej3EnzRh2c,Tarihi Sultanbahti Köftecisi,Food,41.008141699999996,28.9759632,4.5,1829,1,"Yılların tecrübesiyle hazırlanan, içi sulu klasik anne köftesi arayanların uğrak noktası. 💡 Tüyo: Şefin spesiyal menüsünü veya günün tavsiyesini garsona mutlaka sor."
ChIJqf0ve4q5yhQRuvjD6tWrX2Y,Tarihi Paşahan Konağı,Food,41.016802,28.954383000000004,4.1,1384,1,Osmanlı konak kültürünü yaşatan mimarisi ve geleneksel motiflerle bezenmiş restoran. 💡 Tüyo: Akşam saatlerinde cam kenarı masalar için önceden rezervasyon yaptırmayı unutma!
ChIJhX0rzM-5yhQRY0dHbpzBl4I,Ararat Terrace Restaurant & Rooftop,Food,41.0051184,28.978609099999996,4.8,5346,3,Sultanahmet\
ChIJf0tQtuq5yhQRrRrKCpGSB0o,Tarihi Eminönü Dürümcüsü,Food,41.0144057,28.9747193,4.2,1342,1,"Eminönü karmaşasında ayaküstü hızlı, sıcak ve enfes bir sokak dürümü yemek isteyenlerin favorisi. 💡 Tüyo: Şefin spesiyal menüsünü veya günün tavsiyesini garsona mutlaka sor."
ChIJryyuLZW5yhQR33GQdrBZjIo,01 Sokak Lezzetleri,Food,40.9879521,29.028318400000003,4,1095,1,Adana\
ChIJ-7Dxqd25yhQRbVCf5Uk2X_M,Sokak Lezzeti Tarihi Balık Dürümcü Mehmet Usta,Food,41.024994199999995,28.9781423,4.3,3897,1,Karaköy\
ChIJay6LMEy5yhQRS5MIhrQWSdQ,MUSTOBARQ SOKAK LEZZETLERİ,Food,40.9925338,29.0293882,4.5,1233,1,Sokak lezzetleri kültürünü modern ve hijyenik bir yorumla sunan popüler mekan. 💡 Tüyo: Şefin spesiyal menüsünü veya günün tavsiyesini garsona mutlaka sor.
ChIJg09ojfK5yhQRstECj99vZqI,The Haliç Bosphorus Kafe,Food,41.0188571,28.9632056,4.5,1718,2,Haliç\
ChIJ5xjOhRXKyhQRi0MHnFdFv5A,Mihrabat,Scenery,41.0967712,29.068752500000002,3.8,7146,3,"Kanlıca tepelerinde yer alan, asırlık çam ağaçları ve olağanüstü Boğaz manzarasıyla ünlü koru ve restoran. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJcSSWkbywyhQRJLkb04VnrPM,Pierre Loti,Scenery,41.054328399999996,28.9334084,4.3,47583,1,Haliç\
ChIJ58HCliSjyhQRZBx8sEluymM,Manzara Restaurant,Food,40.9644686,28.843520899999998,3.9,2198,3,Adının hakkını vererek İstanbul\
ChIJS5T86_HJyhQROlUWj_3dfEk,Cemile Sultan Korusu,Scenery,41.0739698,29.0598457,4.6,5507,3,Kandilli\
ChIJX0SZ6iu4yhQRbEe0zrr0124,Kız Kulesi,Scenery,41.0211216,29.004110500000003,4.7,27036,3,İstanbul\
ChIJpQ_82ie6yhQRpEokxkxvvZE,Molla Vadisi Restorant,Scenery,41.0336984,28.942605,3.9,2807,2,"Şehrin gürültüsünden uzak, yeşillikler içinde huzur dolu bir vadi ortamında yemek keyfi. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJM_wBSqXJyhQRx17gdpw5I88,Çamlıca Tepesi,Scenery,41.028244,29.0691617,4.7,11314,1,Anadolu Yakası\
ChIJy5ROSeu5yhQRvNbPBu6f65U,360 Panorama Rooftop Restaurant,Food,41.0090292,28.977472199999998,4.5,3893,3,İstanbul\
ChIJwXv41IDgn0ARwZlvcNXcEzw,Milli Parklar Kuş Gözlem Kulesi,Scenery,41.1923844,29.073873000000003,4.5,2791,1,"Doğa tutkunları için göçmen kuşların rotasını izleyebilecekleri, yeşilliklerle çevrili ekolojik gözlem noktası. 💡 Tüyo: Hafta sonları çok kalabalık olabiliyor, sabah erken saatler en huzurlu zamanı."
ChIJ6R4nNCG3yhQR6zZfuO41jbc,Nakkaştepe Millet Bahçesi,Scenery,41.037852199999996,29.0392313,4.6,10107,1,15 Temmuz Şehitler Köprüsü\
ChIJb5xiJQPKyhQRv3rU_wG8iVU,Otağtepe Fatih Korusu,Scenery,41.0894693,29.073423799999997,4.4,6111,1,Fatih Sultan Mehmet\
ChIJKy08vui5yhQRfSSDhC-hXaU,Fiyort Restaurant Karaköy,Food,41.023905,28.970140999999995,4.5,1253,3,Karaköy\
ChIJa-fRppO5yhQRk4qbSsKKbiI,Büyük Valide Han,Scenery,41.0130856,28.9683738,4.3,3546,1,Eminönü\
ChIJxX8aa4q4yhQRKiIKntQmhCo,Moda Sahil Parkı ve Yürüyüş Yolu,Scenery,40.980058,29.0269558,4.5,15228,1,Kadıköy\
ChIJ59BMWe25yhQR9FvBLtP0LuI,Hüsnü Ala Lounge,Nightlife,41.017710699999995,28.9649884,3.9,6481,3,Süleymaniye\
ChIJK9q8Nce5yhQRy0am325qXgY,Gülhane Parkı,Scenery,41.0133079,28.981510099999998,4.7,68069,1,Tarihi Topkapı Sarayı\
ChIJPfrKdLq3yhQR5hfuIzQMP40,Yıldız Parkı,Scenery,41.049143099999995,29.015263099999995,4.7,36003,1,Beşiktaş\
ChIJgbO-UnHKyhQRuxVN_8igPRY,Emirgân Korusu,Scenery,41.1086496,29.053112000000002,4.6,55321,1,"Nisan ayındaki Lale Festivali ile ünlü, Boğaz manzaralı Sarıyer, Pembe ve Beyaz köşkleri barındıran muazzam koru. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJ2_23zDPOyhQRo1fhyZ589zE,İBB Maçka Demokrasi Parkı,Scenery,41.0446503,28.9925461,4.5,10847,1,"Nişantaşı ile Taksim arasında yer alan, teleferiği, köpek parkları ve geniş yeşil alanlarıyla ünlü vadi parkı. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJbcs8hm-1yhQRIj7vqVCTZwY,Atatürk Kent Ormanı,Scenery,41.1393463,29.030771299999994,4.6,9586,1,Hacıosman\
ChIJ4Umohb2yyhQRsrZBesLFB3U,Göktürk Göleti Tabiat Parkı,Scenery,41.190062999999995,28.8764683,4.2,6395,1,Kemerburgaz\
ChIJQzDpdsLhn0ARjJepnF5rxhU,Bentler Tabiat Parkı,Scenery,41.189492,28.986946,4.5,1750,1,"Belgrad Ormanı içinde, Osmanlı döneminden kalma tarihi su bentlerinin bulunduğu serin ve oksijen dolu alan. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJSzlUfnfHyhQRtJmon6THf_o,Göztepe 60. Yıl Parkı,Scenery,40.9694656,29.0577338,4.7,14022,1,"Bağdat Caddesi üzerinde yer alan, lale bahçeleri, dev akvaryumları ve gül bahçesiyle Anadolu Yakası\"
ChIJU0zs1nTYn0ARfNNAoMdLcdY,Polonezköy Tabiat Parkı,Scenery,41.110617399999995,29.204457999999995,4.4,12424,1,İstanbul\
ChIJn5yHwcy0yhQR0DKU8wXJjzk,Atatürk Arboretumu,Scenery,41.1766262,28.985377500000002,4.6,14987,1,Sarıyer\
ChIJFRumb5-1yhQRlPSGs8gFb7U,Parkorman Tabiat Parkı,Scenery,41.127103,29.023577999999997,4.3,872,1,Maslak\
ChIJaa4rN665yhQRIZYfVl-uuBs,Fenerbahçe Parkı,Scenery,40.9690422,29.0360653,4.7,2456,1,"Denizle iç içe, asırlık sakız ağaçlarının altında çayınızı yudumlayabileceğiniz sakin yarımada parkı. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJ0ZIUhETKyhQR7Kdvf2R_mBA,İBB Hidiv Kasrı Korusu,Scenery,41.104622899999995,29.075521,4.5,4405,1,Çubuklu\
ChIJHQlKW73LyhQRFnVT0Y9PqFA,Göztepe Tabiat Parkı,Scenery,41.095481299999996,29.117051499999995,4.3,473,1,"Şehrin karmaşasından bir nebze uzaklaşıp çam ağaçları altında vakit geçirebileceğiniz yeşil alan. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJgY8cC8HByhQRNBbIYS86U-s,Dilburnu Tabiat Parkı,Scenery,40.8607175,29.1111765,4.4,5864,1,Büyükada\
ChIJE6N2Ipa5yhQRd-v7YrZAvLE,Mehmet Akif Ersoy Parkı,Scenery,41.007582500000005,28.975517,4.4,1967,1,"Tarihi ve doğal dokunun iç içe geçtiği, ailenizle vakit geçirebileceğiniz sakin mesire alanı. 💡 Tüyo: En iyi fotoğraf kareleri için gün batımından hemen önceki \"
ChIJGRjPhJmxyhQR5GKJhPyEWyw,Mimar Sinan Kent Ormanı,Scenery,41.1133696,28.8970594,4.3,3971,1,"Geniş yürüyüş alanları ve gölet kenarı dinlenme yerleriyle şehrin stresini atabileceğiniz oksijen deposu. 💡 Tüyo: Hafta sonları çok kalabalık olabiliyor, sabah erken saatler en huzurlu zamanı."
ChIJdxu9BkvHyhQR3rbCod000-M,Özgürlük Parkı,Scenery,40.9791848,29.0554372,4.7,2542,1,Kadıköy Selamiçeşme\
ChIJGyUtdsLGyhQRuv-NI_Y_IU0,İBB Orhangazi Şehir Parkı,Scenery,40.940196799999995,29.107968000000003,4.6,5735,1,"Maltepe sahilinde deniz doldurularak yapılan, devasa spor alanları ve etkinlik meydanlarıyla Avrupa\"
ChIJT4V4xsK3yhQR7-ISRIvcdJs,Nakkaş Tepe Kuzguncuk,Scenery,41.0371429,29.0325539,4.7,304,1,Kuzguncuk\
ChIJ-eXEGGngn0AR8Dl0N8y2CDg,Tepe Cafe Restaurant Sarıyer - Boğaz Manzarasında Kahvaltı Keyfi - İstanbul Bosphorus Breakfast,Food,41.185170199999995,29.0483119,4.2,836,1,"Tepe Cafe Restaurant Sarıyer - Boğaz Manzarasında Kahvaltı Keyfi - İstanbul Bosphorus Breakfast, özenle hazırlanan menüsü ve benzersiz konseptiyle İstanbul gastronomi dünyasında öne çıkan özel bir mekandır. 💡 Tüyo: Buranın imza tatlısını denemeden masadan kalkma!"
ChIJezmknwHKyhQRsQZPyX1aPDc,İBB Duatepe Parkı,Scenery,41.087457799999996,29.0505544,4.5,2422,1,"Rumelihisarı üstlerinde, Fatih Sultan Mehmet Köprüsü\"
ChIJN901_6PKyhQR1CIxt9P4xh0,ÇAMLIK ERGUVAN TEPE PARKI,Scenery,41.1450768,29.051264099999994,4.5,665,1,"Özellikle bahar aylarında erguvanların açmasıyla pembeye bürünen, doyumsuz boğaz manzaralı tepe. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJd2tCNlzLyhQRaTTdztCdjVY,Tepe Restaurant Lounge,Food,41.092028299999996,29.050772400000003,4.4,3227,3,Yüksek bir konumda nargile ve özel lezzetler eşliğinde İstanbul\
ChIJ41GHPD3KyhQRvSryqfINWaU,Otağtepe Parkı,Scenery,41.090137299999995,29.0712686,4.5,940,1,"TEMA Vakfı tarafından düzenlenen, Boğaz\"
ChIJ8_qvSavfn0AR5lp-Z5lvgvw,Yoros Kalesi,Scenery,41.1787304,29.094782399999996,4.5,4409,2,Anadolu Kavağı\
ChIJXRWnctrJyhQRFnue5tfRTRk,Kuleli Sahil,Scenery,41.0602264,29.052907899999997,4.7,1364,1,Tarihi Kuleli Askeri Lisesi\
ChIJByq0j-C5yhQRiR126Z5YBAo,Arter,Art,41.0407461,28.9786765,4.6,3173,2,Dolapdere\
ChIJw8JuD9m5yhQRnegQbG9Irjs,İstanbul Modern Sanat Müzesi,History,41.025919599999995,28.982838299999997,4.4,11108,2,Karaköy\
ChIJpznU2pu5yhQRVbeuDozLqEk,Meşher,Art,41.030445,28.975734700000004,4.8,685,2,İstiklal Caddesi\
ChIJT3JZAGC3yhQR_dj-LYbB5bY,Salt Beyoğlu,Art,41.0321309,28.9761129,4.6,1148,2,İstiklal Caddesi\
ChIJo0gzjGi3yhQRdHDGQVImzEk,PİLEVNELİ,Art,41.0413436,28.979660300000003,4.3,734,2,Dolapdere\
ChIJVVVVCaewyhQRsYLOJ4qvbAA,Feshane Artİstanbul,Art,41.0438865,28.937523300000002,4.7,3425,2,"Haliç kıyısındaki tarihi Osmanlı fes fabrikasının restore edilmesiyle şehre kazandırılan modern sanat müzesi. 💡 Tüyo: Sergilerin tarihleri değişebiliyor, gitmeden önce resmi web sitesinden kontrol et."
ChIJY02kxt65yhQRW94z93iNTCA,Tophane-i Âmire Kültür ve Sanat Merkezi,Art,41.0274899,28.980946,4.7,1357,2,"Tophane-i Âmire Kültür ve Sanat Merkezi, ilham verici sergileri ve çağdaş sanat etkinlikleriyle İstanbul\"
ChIJ4307Gna3yhQRC4M7zzg-09w,Dolmabahçe Sarayı,History,41.039164299999996,29.000459400000004,4.7,90504,1,Osmanlı\
ChIJJxwBkr65yhQRrk9EN29vbiM,Ayasofya-i Kebir Cami-i Şerifi,Scenery,41.008583,28.980175000000003,4.8,134856,2,"1500 yıllık tarihi, devasa kubbesi ve mozaikleriyle dünya mimarlık tarihinin şaheseri. 💡 Tüyo: En iyi fotoğraf kareleri için gün batımından hemen önceki \"
ChIJM_ilr7i5yhQRAFMBw0MZqhU,Topkapı Sarayı Müzesi,History,41.0115195,28.983378899999995,4.6,117188,3,"Yaklaşık 400 yıl boyunca Osmanlı padişahlarının yaşadığı, Kutsal Emanetler\"
ChIJQ3x3p-e5yhQRCzOLzD3Pdkw,Galata Kulesi,Scenery,41.025569,28.974128600000004,4.6,209176,2,"Cenevizliler tarafından inşa edilen, Hezarfen Ahmet Çelebi\"
ChIJDwwhAtq3yhQRCucO58KmTqo,Beylerbeyi Sarayı,History,41.0426451,29.039905,4.7,21005,2,Boğaz\
ChIJ-X6_lwLKyhQR-sYaKaSqV0Y,Rumeli Hisarı,History,41.0848224,29.0566979,4.5,14218,2,Fatih Sultan Mehmet\
ChIJD63rHJe5yhQRbH6DEIaj4ko,Şerefiye Sarnıcı,History,41.007390099999995,28.9723842,4.4,11174,3,Yerebatan Sarnıcı\
ChIJQbdCWr-5yhQRKTjvSx6RF7M,İstanbul Arkeoloji Müzeleri,History,41.0116855,28.9813305,4.6,20682,2,İskender Lahdi\
ChIJodEEkw-6yhQR-IPvd8VgGiA,Tekfur Sarayı Müzesi (Porfirogennetos Sarayı),History,41.0337671,28.9404878,4.4,2856,2,"Tekfur Sarayı Müzesi (Porfirogennetos Sarayı), mimari detayları ve barındırdığı hikayelerle İstanbul\"
ChIJ4fRwZb25yhQRpHwVijb3LeU,Sultanahmet Camii,History,41.0054096,28.9768138,4.7,118644,2,Mavi çinileri sebebiyle dünyada \
ChIJj0QFzx_KyhQRCOw2RZg-ugo,Anadolu Hisarı,History,41.082152,29.0669017,4.6,7882,2,"Yıldırım Bayezid tarafından inşa edilen, Göksu deresinin Boğaz\"
ChIJSbPdxJa5yhQRm7PHl1ASRfM,Çemberlitaş Sütunu,History,41.0085312,28.9712638,4.6,9732,2,İmparator Konstantin\
ChIJ2XlLfO25yhQR8Hcxg0Af5V4,Sultanahmet Meydanı,History,41.006328599999996,28.975705099999995,4.7,35947,1,"Dikilitaş, Yılanlı Sütun ve Alman Çeşmesi\"
ChIJjxv03Y-5yhQRfHmedM0Uhx0,Beyazıt Kulesi,Scenery,41.0127635,28.9648498,4.5,1388,2,"Tarihi İstanbul Üniversitesi kampüsünde yer alan, yangın gözetleme amacıyla yapılmış görkemli kule. 💡 Tüyo: En iyi fotoğraf kareleri için gün batımından hemen önceki \"
ChIJeZ7Wuri5yhQRMVSj6zngVdg,Sultan III. Ahmet Çeşmesi,History,41.0082743,28.981272799999996,4.7,1425,2,Topkapı Sarayı\
ChIJNe1ZnRG6yhQRN8Jfgjjk8CQ,İstanbul Surları,History,41.0314994,28.936289900000002,4.4,1971,1,"Tarih boyunca şehri koruyan, Yedikule\"
ChIJX-tbEr23yhQRacyeXms-83o,Yıldız Sarayı,History,41.0500305,29.011665599999994,4.6,4529,2,Sultan II. Abdülhamid\
ChIJLy6DP_TJyhQRR1WjKa8tM94,Küçüksu Kasrı (Milli Saraylar),History,41.0784181,29.0648789,4.6,7682,2,"Küçüksu Kasrı (Milli Saraylar), mimari detayları ve barındırdığı hikayelerle İstanbul\"
ChIJK401fFW3yhQRmn7nub7KCU8,Aynalıkavak Kasrı,Scenery,41.037935399999995,28.955366299999994,4.5,1761,2,Haliç kıyılarında Tersane Sarayı\
ChIJx22VoKe3yhQR2NW897PLIDo,Ihlamur Kasrı,Art,41.0506935,29.002249300000003,4.6,6340,2,"Nişantaşı ile Beşiktaş arasındaki vadide yükselen, Fransız Barok etkili muazzam yazlık kasır. 💡 Tüyo: Sergilerin tarihleri değişebiliyor, gitmeden önce resmi web sitesinden kontrol et."
ChIJpzC--7u3yhQRXag5_ctIINI,Çırağan Palace Kempinski,Scenery,41.0439752,29.0161433,4.7,14422,3,"Çırağan Palace Kempinski, şehrin doğal güzelliklerini ve büyüleyici manzaralarını yaşayabileceğiniz huzur dolu bir duraktır. 💡 Tüyo: Hafta sonları çok kalabalık olabiliyor, sabah erken saatler en huzurlu zamanı."
ChIJLeHIT9vKyhQR4wd9XDSWGlE,Beykoz Mecidiye Kasrı,Art,41.13794,29.081545,4.7,2609,2,Boğaz\
ChIJSzG-8QK5yhQRiXOlS5uSceA,Topkapı Sarayı Harem Dairesi,Art,41.0127731,28.9831671,4.5,448,2,"Padişahın ailesinin yaşadığı, çinileri ve sırlarıyla sarayın en gizemli bölümü. 💡 Tüyo: Hediyelik eşya dükkanında harika sanat tasarım ürünleri bulabilirsin."
ChIJX-TlnJe1yhQRflasG-LZ_VI,Maslak Kasırları,Art,41.119714099999996,29.025434200000003,4.6,1191,2,Devasa ağaçlar içindeki av köşkleri ve limonluğu ile dikkat çeken gizli vaha. 💡 Tüyo: Eserlerin yanındaki QR kodlarını okutarak ekstra bilgi alabilirsin.
ChIJWzrgz-C5yhQRg1iYJ0MZNeo,Topkapı Sarayı Mutfağı,History,41.0119276,28.9848069,4.7,502,2,"Binlerce kişiye aynı anda yemek çıkarabilen, günümüzde porselen koleksiyonlarının sergilendiği mutfaklar. 💡 Tüyo: Detayları kaçırmamak için girişte sesli rehber almayı unutma."
ChIJ7XEPw6e5yhQRenpHlTxxujU,Bozdoğan Kemeri (Valens Su Kemeri),History,41.0159531,28.955613,4.7,1695,1,"Bozdoğan Kemeri (Valens Su Kemeri), mimari detayları ve barındırdığı hikayelerle İstanbul\"
ChIJ2cMuRRC6yhQRDNb0n0-3SXA,Kariye Camii,History,41.031205,28.939188299999994,4.5,11512,2,Bizans mozaik ve fresk sanatının dünya üzerindeki en iyi korunmuş şaheserlerini barındıran ibadethane. 💡 Tüyo: Detayları kaçırmamak için girişte sesli rehber almayı unutma.
ChIJlyJMxGa4yhQRpGluq6juV8Y,Karga,Food,40.98661190000001,29.026559799999998,4.4,2014,2,Kadıköy Barlar Sokağı\
ChIJA8cYNma4yhQRHdA7eo3XR5o,Aylak Kadıköy,Scenery,40.9894445,29.0257401,4.3,1625,2,Rahat ortamı ve lezzetli atıştırmalıklarıyla Moda civarının popüler buluşma noktalarından. 💡 Tüyo: En iyi fotoğraf kareleri için gün batımından hemen önceki \
ChIJIdUNfme4yhQRV6nWzFOvv24,The Harp Irish Pub | Kadıköy,Scenery,40.9891262,29.021922200000002,4.3,2250,1,Kadıköy\
ChIJNdEtDlu5yhQRsvjcUtUOyFs,Kadıköy Sokak Cocktail Bar,Food,40.9859362,29.025789899999996,4.1,385,2,Sokak kültürünü imza kokteyllerle harmanlayan dinamik Kadıköy mekanı. 💡 Tüyo: Buranın imza tatlısını denemeden masadan kalkma!
ChIJH30VuJm5yhQRmR0RxZUSREQ,Father Pub | Kadıköy Pub | The Best Pub in Kadıköy,Scenery,40.989478399999996,29.024239,4.1,824,1,"Father Pub | Kadıköy Pub | The Best Pub in Kadıköy, şehrin doğal güzelliklerini ve büyüleyici manzaralarını yaşayabileceğiniz huzur dolu bir duraktır. 💡 Tüyo: Hafta sonları çok kalabalık olabiliyor, sabah erken saatler en huzurlu zamanı."
ChIJS6E18Ga4yhQRGM8sF2sRBU0,Wizard Bar,Food,40.9876354,29.026562499999997,4.6,572,2,Karanlık ve gizemli konseptiyle fantastik kültür sevenlerin Kadıköy\
ChIJgdAzXma4yhQR_1Wps58tcn4,Revolte Pub,Food,40.988133,29.027020999999998,4.4,2063,1,Samimi ortamı ve rock müzik eksenli playlist\
ChIJxenijze6yhQRd_AwGjB2Gq8,Ağaç Ev Kadıköy,Scenery,40.9901913,29.0278018,4.4,3768,2,"Adı gibi sıcak ve ahşap konseptli, canlı blues ve rock performanslarıyla dolup taşan bar. 💡 Tüyo: Rüzgarlı günlerde biraz serin olabilir, yanına ince bir ceket almayı düşünebilirsin."
ChIJORIK5Ga4yhQRje_7bAPvF68,Viktor Levi Şarap Evi,Scenery,40.987314,29.026,4.4,6021,2,Kadıköy\
ChIJ_____2C4yhQRGJdYw8v73uE,Rock Pub,Scenery,40.9852811,29.0263714,4.4,706,1,"Klasik rock ve grunge dinlemek isteyenler için efsanevi Kadıköy mekanı. 💡 Tüyo: Hafta sonları çok kalabalık olabiliyor, sabah erken saatler en huzurlu zamanı."
